empresa,website,platform,is_alive,email,telefono,ficha_url
Joyería Orisan,https://www.joyeriaorisan.com,prestashop,1,,856103500,http://www.seraportiendasonline.com/2177.joyeria-online-con-la-mejor-seleccion-de-joyas-de-oro-plata-y-acero
Joyería Soler,https://www.solerjoyeros.es/,,0,,952392109,http://www.seraportiendasonline.com/1563.joyeria-familiar-en-madrid
Kalexa,https://www.kalexa.es,prestashop,1,,665342503,http://www.seraportiendasonline.com/1018.tienda-de-joyeria-artesana-online
La Piccola,,,0,,,http://www.seraportiendasonline.com/2418.
La Tienda de los Minerales,,,0,,,http://www.seraportiendasonline.com/2419.
Las Joyitas de Grassy,https://www.lasjoyitasdegrassy.com,,0,,915321007,http://www.seraportiendasonline.com/74.tienda-online-de-joyeria-para-mujeres-con-disenos-propios
Le Belle Joyería Online y Joyas de Plata,https://www.joyerialebelle.com,,0,,952276845,http://www.seraportiendasonline.com/810.joyeria-online-y-joyas-de-plata
Ludeña Castellanos,https://tiendaludenacastellanos.com/es/,wordpress,1,,925253375,http://www.seraportiendasonline.com/2050.joyeria-online-donde-podras-encontrar-las-mejores-marcas-en-joyas-y-relojes
MiEstilografica.es,https://miestilografica.es/,wordpress,1,info@miestilografica.es,635484921,http://www.seraportiendasonline.com/999.venta-de-articulos-y-accesorios-de-escritura
Munota,https://www.munota.com,wordpress,1,info@munota.com,646492726,http://www.seraportiendasonline.com/328.tienda-online-de-joyas-de-plata-personalizables
Operlas,https://www.operla.com,prestashop,1,,902887680,http://www.seraportiendasonline.com/165.tienda-on-line-especializada-en-joyeria-elaborada-con-perlas-naturales-cultivadas
Oridiam,https://joyasoridiam.com,,0,,915982967,http://www.seraportiendasonline.com/71.tienda-de-alta-joyeria-online-de-oro-y-diamantes-con-disenos-propios
Outletjoyeria.com,https://www.outletjoyeria.com,,1,,935951435,http://www.seraportiendasonline.com/1173.relojes-y-joyas-con-grandes-descuentos
Pepita Pulgarcita,https://www.pepitapulgarcita.net,,0,,671267661,http://www.seraportiendasonline.com/436.tienda-online-de-pulseras-colgantes-y-pendientes
PLATA GEMAS Y MINERALES,https://www.platagemasyminerales.com,,0,,609178166,http://www.seraportiendasonline.com/1396.joyeria-artesanal
Silvercode joyas de plata,https://www.silvercode.es,,0,,926425016,http://www.seraportiendasonline.com/864.tienda-online-de-joyas-de-plata
TenerifeWatches,https://www.tenerifewatches.com,,0,0fd2930120484402ac9adfb9e05cacd5@o37417.ingest.sentry.io,922456485,http://www.seraportiendasonline.com/2202.relojeria-de-lujo-de-ocasion-en-canarias
TH Jewels,https://www.thjewels.com,,1,,672206490,http://www.seraportiendasonline.com/1136.bisuteria-alta-hecha-a-mano
TheMagicRock,https://www.themagicrock.es,,0,,elviss21,http://www.seraportiendasonline.com/1343.cristales-metafisicos-activados
UPCYCLED,https://upcycled.es,,0,,671959309,http://www.seraportiendasonline.com/890.bisuteria-complementos-de-moda-eco-friendly
upcycled ecoJewelry,https://www.upcycled.es,,0,,upcycled,http://www.seraportiendasonline.com/1225.bisuteria-de-autor-disenos-exclusivos
UTTU - Joyas hecha con Swarovski Elements,https://www.uttu.es,,0,,600884114,http://www.seraportiendasonline.com/671.uttu-web-espanola-de-complementos-hechos-con-swarovski-elements
UTTU - Joyería hecha con Swarovski Elements,,,0,,,http://www.seraportiendasonline.com/464.
WeoWeoShop.com,https://weoweoshop.com,,0,,602043174,http://www.seraportiendasonline.com/1441.venta-online-de-regalos-originales
yotoko bijoux,,,0,,,http://www.seraportiendasonline.com/756.
Zalenti joyeria,,,0,,,http://www.seraportiendasonline.com/895.
Alida,https://www.calzadosalida.com,,0,,963613654,http://www.seraportiendasonline.com/401.tienda-online-de-calzados-para-senora-y-caballero
Animas Code,https://www.animascode.com/e-store,,0,,,http://www.seraportiendasonline.com/406.tienda-online-de-calzado-de-esparto-y-mocasines
Blogger Original,https://bloggeroriginal.com/,shopify,1,,916377565,http://www.seraportiendasonline.com/2337.blogger-original-tu-marca-de-calzado-juvenil
Calzados Carlos,https://calzadoscarlos.comerciomonzon.com,,0,,974417768,http://www.seraportiendasonline.com/616.zapateria-online
Calzados Club Verde,https://calzadosclubverde.es,prestashop,0,,923225428,http://www.seraportiendasonline.com/166.tienda-online-de-calzados-zapateria-online-para-mujer-y-hombre
Calzados La Huella,https://calzadoslahuella.com/,,0,,881022987,http://www.seraportiendasonline.com/2386.tienda-de-zapatillas-para-casa-y-calle
Calzados Vesga,https://www.calzadosvesga.com/es/,prestashop,1,info@calzadosvesga.com,947261673,http://www.seraportiendasonline.com/1274.tienda-fisica-burgos-y-online-de-zapatos-de-conocidas-marcas-con-precios-reducidos
Camper,https://www.camper.com/,,1,customercare@camper.com,971888101,http://www.seraportiendasonline.com/252.tienda-online-de-calzado-camper
Creepers Tienda,https://www.creeperstienda.com,,0,,+34622539323,http://www.seraportiendasonline.com/624.creeperstiendacom-tienda-online-especialista-en-la-venta-de-creepers
Don Mendo,https://www.donmendo.com,,0,,902013920,http://www.seraportiendasonline.com/270.tienda-online-de-cuidado-del-calzado-y-cuero
ecolympha,https://www.ecolympha.com/,,0,,622406247,http://www.seraportiendasonline.com/1503.productos-de-limpieza-para-empresas-y-particulares-exigentes
"Elevva Ecom, S.L.",,,0,,,http://www.seraportiendasonline.com/405.
Favoriza,https://www.favoriza.com/,,1,,619209121,http://www.seraportiendasonline.com/1464.moda-mujer
FEELDELUXE - erotic boutique,https://www.feeldeluxe.com,shopify,1,,+34966094242,http://www.seraportiendasonline.com/1156.la-tienda-erotica-sex-shop-online-mas-selecta-boutique-erotica-donde-comprar-lenceria-erotica-consoladores-vibradores-bolas-chin
Grandes Zapatos,https://www.grandeszapatos.com/,prestashop,1,info@grandeszapatos.com,937846034,http://www.seraportiendasonline.com/2319.tienda-de-zapatos-de-tallas-grandes
Huella,https://www.huellaweb.com,prestashop,1,,985032524,http://www.seraportiendasonline.com/2396.tienda-de-zapatos-bolsos-y-complementos
Mi Gatito Pepo Calzado infantil,https://www.migatitopepo.es/,prestashop,1,info@migatitopepo.es,988045293,http://www.seraportiendasonline.com/1684.mi-gatito-pepo-es-una-zapateria-infantil-juvenil-que-intenta-dar-el-mejor-servicio-al-cliente-tanto-en-calidad-como-en-precio
Milpies.es,https://www.milpies.es,,1,,986511669,http://www.seraportiendasonline.com/841.zapateria-online-gran-seleccion-de-marcas-fabricacion-nacional-fluchos-luisetti
My Dreamy Shoes,https://www.mydreamyshoes.com,,0,,952866692,http://www.seraportiendasonline.com/1412.zapatos-de-mujer-en-infantil
outletdezapatos.es,http://www.outletdezapatos.es,prestashop,1,info@outletdezapatos.es,659062667,http://www.seraportiendasonline.com/581.outletdezapatoses
Pasoscómodos,https://www.pasoscomodos.com/,,1,info@pasoscomodos.com,680265225,http://www.seraportiendasonline.com/2144.zapateria-online-especialista-en-calzado-comodo-de-primeras-marcas
Publicalz,https://www.publicalz.com/,,0,,967313254,http://www.seraportiendasonline.com/102.tienda-online-de-accesorios-para-el-calzado-merchandising-y-articulos-de-publicidad
restosdezapatos.com,http://www.restosdezapatos.com,wordpress,1,,659062667,http://www.seraportiendasonline.com/582.restosdezapatoscom
SUELA,https://www.suelashoes.com,wordpress,1,,911765084,http://www.seraportiendasonline.com/1297.diseno-de-calzado-para-mujer-de-piel-fabricado-en-espana
Territorio Vegano,https://territoriovegano.com,,0,,943051579,http://www.seraportiendasonline.com/1086.tienda-de-alimentacion-y-productos-veganos-y-vegetarianos
Tododeseguridad,https://www.tododeseguridad.com,,0,,678453678,http://www.seraportiendasonline.com/2279.productos-de-seguridad-laboral-zapatos-de-seguridad-y-domotica-domestica
toopy Calzado Infantil,,,0,,,http://www.seraportiendasonline.com/505.
Unisa,https://tienda.unisa-europa.es,,0,,966989503,http://www.seraportiendasonline.com/265.tienda-online-de-zapatos-y-bolsos
Untamed World S.L,https://www.untamed-world.com/,,0,,961526385,http://www.seraportiendasonline.com/1780.tienda-de-gafas-de-madera
VengaVen,https://www.vengaven.com,wordpress,1,,636197670,http://www.seraportiendasonline.com/973.zapatillas-para-casa-y-para-la-calle
World Mujer,https://www.worldmujer.com/,,1,,638256438,http://www.seraportiendasonline.com/2392.somos-una-tienda-de-cazado-y-complementos-para-mujer-hombre-y-nino
Zacaris,https://www.zacaris.com,shopify,1,atc@zacaris.com,902107057,http://www.seraportiendasonline.com/167.zapateria-online-de-zapatos-para-mujer-hombre-y-ninos
ZAPATA,https://www.zapatasevilla.es/,prestashop,1,info@zapatasevilla.es,954900648,http://www.seraportiendasonline.com/1471.calzados-en-sevilla
Zapateos,https://www.zapateos.com,prestashop,1,info@zapateos.com,955907294,http://www.seraportiendasonline.com/1923.tienda-online-de-zapatos-y-complementos-para-hombre-y-mujer
Zapateria Andakids,https://www.zapateriaandakids.es/,,0,,959127337,http://www.seraportiendasonline.com/2106.tienda-online-especializada-en-calzado-y-moda-infantil
Zapatería Elena Hernández,https://www.elenahernandez.es/,shopify,1,,915151515,http://www.seraportiendasonline.com/2268.zapatos-online-elena-hernandez
Zapatería Milpies,https://www.milpies.es/,,1,,986511669,http://www.seraportiendasonline.com/989.zapateria-milpies-especializada-en-calzado-fluchos
ZAPATOS VALE,https://zapatosvale.com/,shopify,1,info@zapatosvale.com,917985367,http://www.seraportiendasonline.com/1042.tienda-online-de-zapatos-y-complementos
zapatospasarela.com,https://www.zapatospasarela.com/,wordpress,1,compras@zapatospasarela.com,954778672,http://www.seraportiendasonline.com/804.zapateria-online-zapaterias-sevilla-zapatos-online
biquini.com,https://www.biquini.com/,wordpress,1,,+3466568935,http://www.seraportiendasonline.com/2223.tienda-online-de-bikinis-exremos
Coret,https://www.coret.es,,0,,671904923,http://www.seraportiendasonline.com/70.-tienda-de-lenceria-para-mujer-online
Eros Secret sex shop,https://www.erossecret.es,,0,,674448939,http://www.seraportiendasonline.com/1189.tienda-erotica-con-miles-de-productos
"Erotísima, lencería sexy y divertida",https://www.erotisima.es,wordpress,1,hola@erotisima.es,633456327,http://www.seraportiendasonline.com/1083.lenceria-sexy-para-mujer-y-hombre-perfumes-afrodisiacos-y-seccion-gay
Lencería Muy Sexy,https://www.lenceriamuysexy.com,,0,,976904860,http://www.seraportiendasonline.com/898.tienda-online-de-lenceria-sexy-y-erotica
Lenceria sexy,https://www.lenceria-sexy.net,,1,,965926960,http://www.seraportiendasonline.com/169.tienda-online-de-lenceria-sexy-masculina-y-femenina-accesorios-de-fantasia-y-juguetes-eroticos
Lencería Sexy & Ropa Interior Picante - Erotismo - LenceriasX,https://lenceriasx.com,,1,,617095103,http://www.seraportiendasonline.com/1999.lenceria-sexy--ropa-interior-picante-mas-erotismo-en-tus-relaciones-venta-de-lenceria-y-ropa-interior-traviesa-lencerias-sensual
Lenceria Sexy - Senceria,https://www.senceria.com/,,0,,664772195,http://www.seraportiendasonline.com/635.gran-seleccion-de-lenceria-sexy-online
Lenceria-sexy.net,https://www.lenceria-sexy.net,,1,,965926960,http://www.seraportiendasonline.com/619.lenceria-online
Lencerya-shop.com,https://www.lencerya-shop.com,,0,,658703775,http://www.seraportiendasonline.com/735.tienda-online-de-lenceria-y-ropa-sexy-los-mejores-precios-de-internet
Lintima Tienda Online,https://lintima.com/tienda,wordpress,1,,661184137,http://www.seraportiendasonline.com/1586.ropa-interior-mujer-hombre-ninos-lenceria-novias
Little Kiss,https://www.littlekiss.com/,prestashop,0,,2740050,http://www.seraportiendasonline.com/261.tienda-online-de-banadores-lenceria-y-corseteria
Moda Alexa,,,0,,,http://www.seraportiendasonline.com/469.
Mujerplay,https://www.mujerplay.com/,,0,,659068067,http://www.seraportiendasonline.com/967.lenceria-femenina-de-venta-online
Ropa Erótica,,,0,,,http://www.seraportiendasonline.com/2313.
Ropa interior 10,https://www.ropainterior10.com,,0,,679645418,http://www.seraportiendasonline.com/905.tienda-online-de-ropa-interior-y-lenceria-con-los-ultimos-productos-del-mercado
seducelenceria.es,http://www.seducelenceria.es/,,0,,607402195,http://www.seraportiendasonline.com/414.seducelenceria
Sesensual,https://sesensual.com,,0,,+34635667254,http://www.seraportiendasonline.com/1383.lenceria-y-accesorios-femeninos
Sex4Sex,https://www.sex4sexlingerie.com,,0,,968347134,http://www.seraportiendasonline.com/168.tienda-online-de-lenceria-sexy-y-disfraces-para-la-mujer-y-el-hombre
Tuestilo.eu,https://www.tuestilo.eu/,wordpress,1,,912870033,http://www.seraportiendasonline.com/524.tienda-virtual-lenceria
www.lenceriasexymarilyn.com,https://www.lenceriasexymarilyn.com,,1,,985130817,http://www.seraportiendasonline.com/963.tienda-online-de-lenceria-sexy-femenina-y-masculina
5 Lunas,https://www.cincolunasmodainfantil.com/,prestashop,1,,666184793,http://www.seraportiendasonline.com/2051.tienda-online-especializada-en-moda-infantil
Alicia Moda Infantil,https://www.aliciamodainfantil.es,,1,,952564636,http://www.seraportiendasonline.com/2123.tienda-online-de-mofa-infantil
Alma Bebé,https://almabebe.com,wordpress,1,,956806828,http://www.seraportiendasonline.com/2018.alma-bebe--tienda-de-puericultura-en-jerez-de-la-frontera
Ambetion,https://www.ambetion.com,,0,,.,http://www.seraportiendasonline.com/1070.ambetion-es-la-web-lider-en-la-venta-de-articulos-de-moda-exclusivos
Analu Modas,https://analutiendaderopa.es/,wordpress,1,,952724257,http://www.seraportiendasonline.com/2329.tienda-fisica-y-online-de-ropa-para-ninos-y-ninas
Angela Cufi,https://www.angelacufitallasgrandes.com/,,0,,915716097,http://www.seraportiendasonline.com/1597.moda-de-tallas-grandes
Baby Tarta,https://www.babytarta.es,prestashop,0,info@babytarta.es,871949340,http://www.seraportiendasonline.com/2121.tienda-online-de-productos-para-el-bebe-y-la-mama
Bebé Ropa Online,https://beberopaonline.com/,,0,,955221184,http://www.seraportiendasonline.com/1198.tienda-online-de-ropa-y-complementos-infantiles
Bebealia.com,https://www.bebealia.com,prestashop,1,bebealia@bebealia.com,937664403,http://www.seraportiendasonline.com/508.venta-online-de-productos-para-bebes
Belcoquet,https://www.belcoquet.com,wordpress,0,info@belcoquet.es,655569301,http://www.seraportiendasonline.com/2232.tienda-de-ropa-para-ninos
Bily Bily Baby,https://www.bilybilybaby.com,,0,,951507009,http://www.seraportiendasonline.com/1413.moda-infantil-decoracion-y-juguetes-educativos
Bolsitas,https://www.bolsitas.es,,1,,627466739,http://www.seraportiendasonline.com/2058.bolsitas-es-una-tienda-online-de-bolsas-de-plastico-bolsas-de-papel-y-bolsas-de-tela-para-tu-comercio-o-tienda-online
Bolsos Marmoles,https://www.bolsosmarmoles.es,,0,,952612147,http://www.seraportiendasonline.com/1109.tienda-online-de-bolsos-y-complementos
Casa Ángel,https://www.casangel.com,,1,info@casangel.com,924670123,http://www.seraportiendasonline.com/1802.empresa-de-articulos-de-disfraces-complementos-pelucas-maquillajes-tejidos-pasamaneria-caretas-antifaces-y-mucho-mas-su-amplio-c
catay home,https://catayhome.es,,0,,965225878,http://www.seraportiendasonline.com/1761.regalos-decoracion-hogar-y-moda
Centroluz Iluminación,https://www.centroluziluminacion.com,,0,,916384202,http://www.seraportiendasonline.com/2130.centro-luz-proyectos-de-iluminacion-iluminacion-led-y-lamparas-de-diseno
Common Suburban Clothing,https://www.commonsuburbanclothing.com,,0,,stuweb,http://www.seraportiendasonline.com/2129.tienda-online-de-ropa-urbana-y-moderna
Coquette Moda Infantil,https://www.coquettemodainfantil.com/,,0,,926571120,http://www.seraportiendasonline.com/2102.tienda-online-moda-infantil-complementos-y-ropa-de-bebe
DealEspain.com,https://www.dealespain.com,,0,,634589523,http://www.seraportiendasonline.com/1268.tienda-de-regalos-online
Debolsos.com,https://www.debolsos.com/,,0,,902044240,http://www.seraportiendasonline.com/75.tienda-online-de-bolsos-complementos-alta-bisuteria-zapatos-y-vestidos-de-fiesta-para-la-mujer
Donna Collection,https://donnacollection.com,,0,,935689074,http://www.seraportiendasonline.com/1010.tienda-online-de-moda-belleza-y-complementos-para-la-mujer
Duende Moda Infantil,https://duendesmodainfantil.com,wordpress,1,hola@duendesmodainfantil.com,948084037,http://www.seraportiendasonline.com/2012.tienda-online-especializada-en-moda-infantil
Duendes Nigran,https://duendesnigran.es/,,1,,986123916,http://www.seraportiendasonline.com/2099.tienda-online-moda-infantil-complementos-y-ropa-de-bebe
E-BEBE,https://www.e-bebe.es/,,0,,647091925,http://www.seraportiendasonline.com/1770.tienda-online-de-bebe
Échale Cuentas,https://www.cuentacuentas.es/,,0,,954157368,http://www.seraportiendasonline.com/1202.tienda-online-de-abalorios-para-complementos
El Patito Bello,https://www.elpatitobello.com,,0,,911105133,http://www.seraportiendasonline.com/2188.tienda-online-de-moda-infantil-las-mejores-marcas-espanolas
